ID,Name,Parameter,Language,Frequency,Confidence,References
9-290-179-1,jupui,"flay, skin",Romanian,,,
9-310-179-1,freca,"rub, wipe",Romanian,,,
9-320-179-1,i_ntinde,stretch,Romanian,,,
9-330-179-1,trage,pull,Romanian,,,
9-340-179-1,as_terne,spread out,Romanian,,,
9-340-179-3,i_mpr____tia,spread out,Romanian,,,
9-342-179-1,presa,press,Romanian,,,
9-350-179-1,va_rsa,pour,Romanian,,,
9-350-179-3,turna,pour,Romanian,,,
9-360-179-1,spa_la,wash,Romanian,,,
9-360-179-3,la,wash,Romanian,,,
9-370-179-1,ma_tura,sweep,Romanian,,,
9-380-179-1,ma_tur__,broom,Romanian,,,
9-422-179-1,unealta_,tool,Romanian,,,
9-430-179-1,dulgher,carpenter,Romanian,,,
9-430-179-3,teslar,carpenter,Romanian,,,
9-440-179-1,cla_di,build,Romanian,,,
9-440-179-3,zidi,build,Romanian,,,
9-460-179-1,ga_uri,bore,Romanian,,,
9-480-179-1,ferestra_u,saw,Romanian,,,
9-490-179-1,ciocan,hammer,Romanian,,,
9-500-179-1,cuiu,nail,Romanian,,,
9-600-179-1,fa_urar,"smith, blacksmith",Romanian,,,
9-600-179-3,fierar,"smith, blacksmith",Romanian,,,
9-610-179-1,fa_uri,forge,Romanian,,,
9-620-179-1,nicovala_,anvil,Romanian,,,
9-630-179-1,turna,cast (metals),Romanian,,,
9-640-179-1,aur,gold,Romanian,,,
9-650-179-1,argint,silver,Romanian,,,
9-660-179-1,cupru,"copper, bronze",Romanian,,,
9-660-179-3,arama_,"copper, bronze",Romanian,,,
9-660-179-5,bronz,"copper, bronze",Romanian,,,
9-670-179-1,fier,iron,Romanian,,,
9-680-179-1,plumb,lead (noun),Romanian,,,
9-690-179-1,cositor,"tin, tinplate",Romanian,,,
9-690-179-3,tinichea,"tin, tinplate",Romanian,,,
9-710-179-1,olar,potter,Romanian,,,
9-720-179-1,forma,mold (clay etc),Romanian,,,
9-720-179-3,modela,mold (clay etc),Romanian,,,
9-730-179-1,argila_,clay,Romanian,,,
9-730-179-3,lut,clay,Romanian,,,
9-730-179-5,huma_,clay,Romanian,,,
9-740-179-1,sticla_,glass,Romanian,,,
9-750-179-1,i_mpleti,"weave, plait",Romanian,,,
9-760-179-1,cos_,basket,Romanian,,,
9-760-179-3,paner,basket,Romanian,,,
9-810-179-1,sculpta,carve,Romanian,,,
9-820-179-1,sculptor,sculptor,Romanian,,,
9-830-179-1,statue,statue,Romanian,,,
9-840-179-1,dalta_,chisel,Romanian,,,
9-880-179-1,va_psea,paint (noun),Romanian,,,
9-890-179-1,va_psi,paint (vb),Romanian,,,
9-890-179-3,zugra_vi,paint (vb),Romanian,,,
10-110-179-1,mis_ca,move,Romanian,,,
10-120-179-1,i_ntoarce,turn over,Romanian,,,
10-130-179-1,i_nvîrti7,turn around,Romanian,,,
10-140-179-1,i_ncol__ci,"wind, wrap",Romanian,,,
10-140-179-3,i_nf____ura,"wind, wrap",Romanian,,,
10-140-179-5,depa_na,"wind, wrap",Romanian,,,
10-150-179-1,rostogoli,roll,Romanian,,,
10-210-179-1,se scula,rise,Romanian,,,
10-210-179-3,se ridica,rise,Romanian,,,
10-220-179-1,ridica,"raise, lift",Romanian,,,
10-230-179-1,ca_dea,fall,Romanian,,,
10-240-179-1,pica_tur__,drip,Romanian,,,
10-240-179-3,strop (guta_),drip,Romanian,,,
10-250-179-1,arunca,throw,Romanian,,,
10-260-179-1,scutura,shake,Romanian,,,
10-320-179-1,curge,flow,Romanian,,,
10-330-179-1,scufunda,sink,Romanian,,,
10-340-179-1,pluti,float,Romanian,,,
10-350-179-1,i_nota,swim,Romanian,,,
10-360-179-1,naviga,sail (vb),Romanian,,,
10-370-179-1,sbura,fly (vb),Romanian,,,
10-380-179-1,sufla,blow,Romanian,,,
10-410-179-1,se ti_rî7,"creep, crawl",Romanian,,,
10-420-179-1,aluneca,"slide, slip",Romanian,,,
10-430-179-1,sa_ri,"jump, leap",Romanian,,,
10-440-179-1,dansa,dance,Romanian,,,
10-440-179-3,juca,dance,Romanian,,,
10-450-179-1,umbla,walk,Romanian,,,
10-450-179-3,merge,walk,Romanian,,,
10-460-179-1,alerga,run,Romanian,,,
10-470-179-1,merge,go,Romanian,,,
10-470-179-3,umbla,go,Romanian,,,
10-480-179-1,veni,come,Romanian,,,
10-490-179-1,pleca,"go away, depart",Romanian,,,
10-510-179-1,fugi,flee,Romanian,,,
10-520-179-1,urma,follow,Romanian,,,
10-530-179-1,urmari,pursue,Romanian,,,
10-530-179-3,goni,pursue,Romanian,,,
10-550-179-1,ajunge,"reach, arrive",Romanian,,,
10-550-179-3,sosi,"reach, arrive",Romanian,,,
10-560-179-1,apropia,approach,Romanian,,,
10-570-179-1,intra,enter,Romanian,,,
10-610-179-1,purta,carry (bear),Romanian,,,
10-610-179-3,duce,carry (bear),Romanian,,,
10-620-179-1,aduce,bring,Romanian,,,
10-640-179-1,duce,lead (vb),Romanian,,,
10-640-179-3,conduce,lead (vb),Romanian,,,
10-650-179-1,goni,drive,Romanian,,,
10-650-179-3,mi_na,drive,Romanian,,,
10-660-179-1,umbla (merge) ca_lare,ride,Romanian,,,
10-660-179-3,cu tra_sura,ride,Romanian,,,
10-670-179-1,i_mpinge,"push, shove",Romanian,,,
10-670-179-3,i_mbrînci9,"push, shove",Romanian,,,
10-710-179-1,drum,road,Romanian,,,
10-710-179-3,cale,road,Romanian,,,
10-720-179-1,ca_rare,path,Romanian,,,
10-740-179-1,pod,bridge,Romanian,,,
10-750-179-1,tra_sur__,"carriage, wagon, cart",Romanian,,,
10-750-179-3,ca_ru____,"carriage, wagon, cart",Romanian,,,
10-750-179-5,car,"carriage, wagon, cart",Romanian,,,
10-760-179-1,roata_,wheel,Romanian,,,
10-770-179-1,osie,axle,Romanian,,,
10-780-179-1,jug,yoke,Romanian,,,
10-810-179-1,corabie,ship,Romanian,,,
10-830-179-1,luntre,boat,Romanian,,,
10-830-179-3,barca_,boat,Romanian,,,
10-840-179-1,pluta_,raft,Romanian,,,
10-850-179-1,vi_sl__,oar,Romanian,,,
10-850-179-3,lopata_,oar,Romanian,,,
10-860-179-1,ci_rm__,rudder,Romanian,,,
10-870-179-1,catart,mast,Romanian,,,
10-880-179-1,pi_nz__,sail (noun),Romanian,,,
10-890-179-1,ancora_,anchor,Romanian,,,
10-910-179-1,port,"harbor, port",Romanian,,,
11-110-179-1,avea,have,Romanian,,,
11-120-179-1,poseda,"own, possess",Romanian,,,
11-130-179-1,lua,take,Romanian,,,
11-140-179-1,apuca,"seize, grasp",Romanian,,,
11-140-179-3,prinde,"seize, grasp",Romanian,,,
11-150-179-1,t_ine,hold,Romanian,,,
11-160-179-1,ca_p__ta,"get, obtain",Romanian,,,
11-160-179-3,obt_ine,"get, obtain",Romanian,,,
11-170-179-1,t_ine,"keep, retain",Romanian,,,
11-210-179-1,da,give,Romanian,,,
11-220-179-1,i_napo__a,give back,Romanian,,,
11-240-179-1,pa_stra,"preserve, look after",Romanian,,,
11-250-179-1,mi_ntui,"save, rescue",Romanian,,,
11-250-179-3,sca_pa,"save, rescue",Romanian,,,
11-270-179-1,distruge,destroy,Romanian,,,
11-280-179-1,face ra_u,"harm, injure, damage",Romanian,,,
11-280-179-3,va_t__ma,"harm, injure, damage",Romanian,,,
11-310-179-1,ca_uta (cerca),"seek, look for",Romanian,,,
11-320-179-1,ga_si,find,Romanian,,,
11-320-179-3,afla,find,Romanian,,,
11-330-179-1,pierde,lose,Romanian,,,
11-340-179-1,la_sa,"release, let go",Romanian,,,
11-430-179-1,bani,money,Romanian,,,
11-430-179-3,parale,money,Romanian,,,
11-440-179-1,moneda_,coin,Romanian,,,
11-440-179-3,ban,coin,Romanian,,,
11-510-179-1,bogat,rich,Romanian,,,
11-520-179-1,sa_rac,poor,Romanian,,,
11-530-179-1,cers_etor,beggar,Romanian,,,
11-540-179-1,sgi_rcit,"avaricious, stingy",Romanian,,,
11-540-179-3,avar,"avaricious, stingy",Romanian,,,
11-540-179-5,scump,"avaricious, stingy",Romanian,,,
11-610-179-1,i_mprumuta,lend,Romanian,,,
11-610-179-3,da cu i_mprumut,lend,Romanian,,,
11-620-179-1,i_mprumuta,borrow,Romanian,,,
11-620-179-3,lua cu i_mprumut,borrow,Romanian,,,
11-630-179-1,datori,owe,Romanian,,,
11-640-179-1,datorie,debt,Romanian,,,
11-650-179-1,pla_ti,pay (vb),Romanian,,,
11-660-179-1,socoteala_,"account, reckoning",Romanian,,,
11-660-179-3,cont,"account, reckoning",Romanian,,,
11-690-179-1,impozit,"tax, tribute",Romanian,,,
11-690-179-3,taxa_,"tax, tribute",Romanian,,,
11-770-179-1,tocmi,hire,Romanian,,,
11-780-179-1,leafa_,wages,Romanian,,,
11-780-179-3,plata_,wages,Romanian,,,
11-790-179-1,ci_stiga,earn,Romanian,,,
11-810-179-1,cumpa_ra,buy,Romanian,,,
11-820-179-1,vinde,sell,Romanian,,,
11-830-179-1,negocia,"trade, barter",Romanian,,,
11-830-179-3,negustori,"trade, barter",Romanian,,,
11-830-179-5,trafica,"trade, barter",Romanian,,,
11-840-179-1,negustor,merchant,Romanian,,,
11-840-179-3,comerciante,merchant,Romanian,,,
11-850-179-1,ti_rg,market (place),Romanian,,,
11-860-179-1,pra_v__lie,"store, shop",Romanian,,,
11-860-179-3,magazin,"store, shop",Romanian,,,
11-870-179-1,pret_,price,Romanian,,,
11-880-179-1,scump,"dear (costly, expensive)",Romanian,,,
11-890-179-1,ieftin,cheap,Romanian,,,
12-110-179-1,loc,place,Romanian,,,
12-120-179-1,pune,put,Romanian,,,
12-120-179-3,ba_ga,put,Romanian,,,
12-130-179-1,sedea,sit,Romanian,,,
12-140-179-1,fi culcat (zace),lie down,Romanian,,,
12-150-179-1,sta in picioare,stand,Romanian,,,
12-160-179-1,ra_mînea7,"remain, stay",Romanian,,,
12-160-179-3,as_tepta,"remain, stay",Romanian,,,
12-170-179-1,ra_mînea7,"remains, left overs",Romanian,,,
12-210-179-1,aduna,"collect, gather",Romanian,,,
12-210-179-3,culege,"collect, gather",Romanian,,,
12-220-179-1,i_mpreuna,"join, unite",Romanian,,,
12-220-179-3,uni,"join, unite",Romanian,,,
12-230-179-1,despa_r__i,separate,Romanian,,,
12-230-179-3,separa,separate,Romanian,,,
12-232-179-1,diviza,divide,Romanian,,,
12-240-179-1,deschide,open,Romanian,,,
12-250-179-1,i_nchide,"shut, close",Romanian,,,
12-260-179-1,acoperi,cover,Romanian,,,
12-270-179-1,ascunde,"hide, conceal",Romanian,,,
12-310-179-1,i_nalt,high,Romanian,,,
12-320-179-1,jos,low,Romanian,,,
12-330-179-1,vi_rf,top,Romanian,,,
12-330-179-3,culme,top,Romanian,,,
12-340-179-1,fund,bottom,Romanian,,,
12-350-179-1,capa_t,end,Romanian,,,
12-352-179-1,vi_rf,pointed,Romanian,,,
12-353-179-1,tais,edge,Romanian,,,
12-353-179-3,margine,edge,Romanian,,,
12-360-179-1,parte,side,Romanian,,,
12-370-179-1,mijlociu,"middle, center",Romanian,,,
12-410-179-1,drept,right (side),Romanian,,,
12-420-179-1,sti_ng,left (side),Romanian,,,
12-430-179-1,aproape,near (adv),Romanian,,,
12-440-179-1,departe,far (adv),Romanian,,,
12-450-179-1,est,east,Romanian,,,
12-450-179-3,ra_s__rit,east,Romanian,,,
12-460-179-1,vest,west,Romanian,,,
12-460-179-3,apus,west,Romanian,,,
12-470-179-1,nord,north,Romanian,,,
12-480-179-1,sud,south,Romanian,,,
12-530-179-1,cres_te,grow,Romanian,,,
12-540-179-1,ma_sura,measure,Romanian,,,
12-550-179-1,mare,"large, big",Romanian,,,
12-560-179-1,mic,"small, little",Romanian,,,
12-570-179-1,lung,long,Romanian,,,
12-590-179-1,scurt,short,Romanian,,,
12-610-179-1,lat (larg),"wide, broad",Romanian,,,
12-620-179-1,strimt,narrow,Romanian,,,
12-620-179-3,i_ngust,narrow,Romanian,,,
12-630-179-1,gros,thick (in dimension),Romanian,,,
12-650-179-1,subt_ire,thin (in dimension),Romanian,,,
12-670-179-1,adi_nc,deep,Romanian,,,
12-680-179-1,put_in adînce,shallow,Romanian,,,
12-710-179-1,s_es,flat,Romanian,,,
12-710-179-3,lat,flat,Romanian,,,
12-730-179-1,drept,straight,Romanian,,,
12-740-179-1,stri_mb,crooked,Romanian,,,
12-750-179-1,ci_rlig,hook,Romanian,,,
12-760-179-1,colt_,corner,Romanian,,,
12-770-179-1,cruce,cross,Romanian,,,
12-780-179-1,pa_trat,square,Romanian,,,
12-810-179-1,rotund,round,Romanian,,,
12-820-179-1,cerc,circle,Romanian,,,
12-830-179-1,glob,"sphere, ball",Romanian,,,
12-830-179-3,sfera_,"sphere, ball",Romanian,,,
12-850-179-1,gaura_,hole,Romanian,,,
12-920-179-1,asemenea,"like, similar",Romanian,,,
12-930-179-1,schimba,change,Romanian,,,
13-140-179-1,fiecare,"every, all",Romanian,,,
13-140-179-3,tot,"every, all",Romanian,,,
13-140-179-5,tofi_,"every, all",Romanian,,,
13-150-179-1,mult,"much, many",Romanian,,,
13-160-179-1,mai mult,more,Romanian,,,
13-170-179-1,put_in,"little (quantity), few",Romanian,,,
13-180-179-1,destul,enough,Romanian,,,
13-190-179-1,mult_ine,"multitude, crowd",Romanian,,,
13-190-179-3,gloata_,"multitude, crowd",Romanian,,,
13-210-179-1,plin,full,Romanian,,,
13-220-179-1,gol,empty,Romanian,,,
13-220-179-3,des_ert,empty,Romanian,,,
13-230-179-1,parte,"part, piece",Romanian,,,
13-240-179-1,juma_tate (sb.),half,Romanian,,,
13-330-179-1,singur,"alone, only",Romanian,,,
13-330-179-3,unic,"alone, only",Romanian,,,
13-330-179-5,numai,"alone, only",Romanian,,,
13-340-179-1,prim (i_ntîi__)d,first,Romanian,,,
13-350-179-1,ultim,last,Romanian,,,
13-420-179-1,al treilea,third,Romanian,,,
13-440-179-1,de trei ori_,three times,Romanian,,,
14-110-179-1,timp,time,Romanian,,,
14-110-179-3,vreme,time,Romanian,,,
14-120-179-1,virsta_,age,Romanian,,,
14-120-179-3,etate,age,Romanian,,,
14-130-179-1,nou,new,Romanian,,,
14-140-179-1,ti_n__r,young,Romanian,,,
14-140-179-3,june,young,Romanian,,,
14-150-179-1,vechiu,old,Romanian,,,
14-150-179-3,ba_trîn1,old,Romanian,,,
14-160-179-1,de vreme,early,Romanian,,,
14-160-179-3,de dimineat___,early,Romanian,,,
14-170-179-1,ti_rziu,late,Romanian,,,
14-180-179-1,acum,now,Romanian,,,
14-190-179-1,i_ndat__,immediately,Romanian,,,
14-210-179-1,repede,"swift, fast, quick",Romanian,,,
14-210-179-3,iute,"swift, fast, quick",Romanian,,,
14-220-179-1,i_ncet,slow,Romanian,,,
14-230-179-1,se gra_bi,"hasten, hurry",Romanian,,,
14-240-179-1,i_ntîrzia9,"retard, delay",Romanian,,,
14-240-179-3,za_bovi,"retard, delay",Romanian,,,
14-250-179-1,i_ncepe,"begin, beginning",Romanian,,,
14-250-179-3,i_nceput,"begin, beginning",Romanian,,,
14-252-179-1,dura,"last, endure",Romanian,,,
14-260-179-1,sfi_r__it,end (temporal),Romanian,,,
14-270-179-1,ispra_vi,finish,Romanian,,,
14-270-179-3,sfirs_i,finish,Romanian,,,
14-280-179-1,i_nceta,"cease, stop",Romanian,,,
14-290-179-1,gata,ready,Romanian,,,
14-310-179-1,totdeauna,always,Romanian,,,
14-320-179-1,adesea,often,Romanian,,,
14-330-179-1,ci_teodat__,sometimes,Romanian,,,
14-330-179-3,uneori,sometimes,Romanian,,,
14-340-179-1,nici_-odat__,never,Romanian,,,
14-350-179-1,iar,again,Romanian,,,
14-410-179-1,zi,day,Romanian,,,
14-420-179-1,noapte,night,Romanian,,,
14-430-179-1,zori,dawn,Romanian,,,
14-430-179-3,aurora_,dawn,Romanian,,,
14-440-179-1,dimineat___,morning,Romanian,,,
14-450-179-1,amiazi,"noon, midday",Romanian,,,
14-450-179-3,miezul zilei,"noon, midday",Romanian,,,
14-460-179-1,seara_,evening,Romanian,,,
14-470-179-1,asta_zi,today,Romanian,,,
14-470-179-3,azi,today,Romanian,,,
14-480-179-1,mi___ne,tomorrow,Romanian,,,
14-490-179-1,ieri,yesterday,Romanian,,,
14-510-179-1,ceas,hour,Romanian,,,
14-530-179-1,orologiu,"clock, timepiece",Romanian,,,
14-530-179-3,ceasornic,"clock, timepiece",Romanian,,,
14-610-179-1,sa_pt__mîn__i,week,Romanian,,,
14-620-179-1,duminica_,Sunday,Romanian,,,
14-630-179-1,luni,Monday,Romanian,,,
14-640-179-1,marti,Tuesday,Romanian,,,
14-650-179-1,miercuri,Wednesday,Romanian,,,
14-660-179-1,joui,Thursday,Romanian,,,
14-670-179-1,vineri,Friday,Romanian,,,
14-680-179-1,si_mb__t__,Saturday,Romanian,,,
14-710-179-1,luna_,month,Romanian,,,
14-730-179-1,an,year,Romanian,,,
14-740-179-1,iarna_,winter,Romanian,,,
14-750-179-1,prima_var__,spring,Romanian,,,
14-760-179-1,vara_,summer,Romanian,,,
14-770-179-1,toamna_,autumn,Romanian,,,
15-210-179-1,mirosi,smell (vb intrans),Romanian,,,
15-220-179-1,mirosi,smell (vb trans),Romanian,,,
15-250-179-1,mirositor,"fragrant, good smelling",Romanian,,,
15-260-179-1,puturos,"stinking, bad smelling",Romanian,,,
15-310-179-1,gusta,taste,Romanian,,,
15-350-179-1,dulce,sweet,Romanian,,,
15-360-179-1,sa_rat,salty,Romanian,,,
15-370-179-1,amar,bitter,Romanian,,,
15-380-179-1,acru,"acid, sour",Romanian,,,
15-410-179-1,auzi,hear,Romanian,,,
15-420-179-1,asculta,listen,Romanian,,,
15-440-179-1,sunet,"sound, noise",Romanian,,,
15-450-179-1,tare,loud,Romanian,,,
15-510-179-1,vedea,see,Romanian,,,
15-520-179-1,se uita,"look, look at",Romanian,,,
15-550-179-1,ara_ta,show,Romanian,,,
15-560-179-1,stra_luci,shine,Romanian,,,
15-560-179-3,luci,shine,Romanian,,,
15-570-179-1,stra_lucitor,bright,Romanian,,,
15-570-179-3,luminos,bright,Romanian,,,
15-610-179-1,coloare,color,Romanian,,,
15-610-179-3,fat___,color,Romanian,,,
15-620-179-1,deschis,light (in color),Romanian,,,
15-630-179-1,i_nchis,dark (in color),Romanian,,,
15-640-179-1,alb,white,Romanian,,,
15-650-179-1,negru,black,Romanian,,,
15-660-179-1,ros_iu,red,Romanian,,,
15-670-179-1,albastru,blue,Romanian,,,
15-680-179-1,verde,green,Romanian,,,
15-690-179-1,galben,yellow,Romanian,,,
15-710-179-1,atinge,touch,Romanian,,,
15-720-179-1,pipa_ti,feel,Romanian,,,
15-740-179-1,tare,hard,Romanian,,,
15-750-179-1,moale,soft,Romanian,,,
15-760-179-1,aspru,rough,Romanian,,,
15-770-179-1,neted,smooth,Romanian,,,
15-780-179-1,ascut_it,sharp,Romanian,,,
15-780-179-3,ta_ios,sharp,Romanian,,,
15-790-179-1,tocit,"blunt, dull",Romanian,,,
15-810-179-1,greu,heavy,Romanian,,,
15-820-179-1,us_or,light (in weight),Romanian,,,
15-830-179-1,ud,"wet, damp",Romanian,,,
15-830-179-3,umed,"wet, damp",Romanian,,,
15-840-179-1,uscat,dry,Romanian,,,
15-840-179-3,sec,dry,Romanian,,,
15-850-179-1,cald,hot,Romanian,,,
15-860-179-1,rece,cold,Romanian,,,
15-860-179-3,friguros,cold,Romanian,,,
15-870-179-1,curat,clean,Romanian,,,
15-880-179-1,murdar,"dirty, soiled",Romanian,,,
16-110-179-1,suflet,"soul, spirit",Romanian,,,
16-110-179-3,spirit,"soul, spirit",Romanian,,,
16-150-179-1,mirare,"surprised, astonished",Romanian,,,
16-180-179-1,noroc,"good fortune, luck",Romanian,,,
16-190-179-1,nenorocire,"misfortune, bad luck",Romanian,,,
16-230-179-1,vesel,"joyful, glad, happy",Romanian,,,
16-230-179-3,voios,"joyful, glad, happy",Romanian,,,
16-230-179-5,bucuros,"joyful, glad, happy",Romanian,,,
16-250-179-1,ri_de,laugh,Romanian,,,
16-250-179-3,suri_de,laugh,Romanian,,,
16-250-179-5,zimbi,laugh,Romanian,,,
16-260-179-1,se juca,play,Romanian,,,
16-270-179-1,iubire,love,Romanian,,,
16-270-179-3,dragoste,love,Romanian,,,
16-270-179-5,amor,love,Romanian,,,
16-270-179-7,iubi,love,Romanian,,,
16-290-179-1,sa_ruta,kiss,Romanian,,,
16-310-179-1,durere,pain,Romanian,,,
16-310-179-3,suferint___,pain,Romanian,,,
16-320-179-1,mi_hnire,"grief, sorrow, sadness",Romanian,,,
16-320-179-3,supa_rare,"grief, sorrow, sadness",Romanian,,,
16-330-179-1,i_ngrijorare,"anxiety, worry",Romanian,,,
16-330-179-3,nelinis_te,"anxiety, worry",Romanian,,,
16-340-179-1,regreta,"regret, be sorry",Romanian,,,
16-340-179-3,se ca_i,"regret, be sorry",Romanian,,,
16-350-179-1,mila_,pity,Romanian,,,
16-370-179-1,pli_nge,"cry, weep",Romanian,,,
16-380-179-1,lacrima_,tear (noun),Romanian,,,
16-390-179-1,geme,groan,Romanian,,,
16-410-179-1,ura_,hate,Romanian,,,
16-420-179-1,mi_nie,anger,Romanian,,,
16-440-179-1,i_nvidie,"envy, jealousy",Romanian,,,
16-440-179-3,gelozie,"envy, jealousy",Romanian,,,
16-450-179-1,rus_ine,shame (noun),Romanian,,,
16-480-179-1,mi_ndru,proud,Romanian,,,
16-510-179-1,i_ndr__zni,dare,Romanian,,,
16-510-179-3,cuteza,dare,Romanian,,,
16-520-179-1,viteaz,brave,Romanian,,,
16-520-179-3,brav,brave,Romanian,,,
16-520-179-5,curagios,brave,Romanian,,,
16-530-179-1,frica_,"fear, fright",Romanian,,,
16-530-179-3,teama_,"fear, fright",Romanian,,,
16-530-179-5,spaima_,"fear, fright",Romanian,,,
16-540-179-1,pericol,danger,Romanian,,,
16-540-179-3,primejdie,danger,Romanian,,,
16-620-179-1,dori,"desire, want",Romanian,,,
16-630-179-1,sperant_a,hope,Romanian,,,
16-630-179-3,na_dejde,hope,Romanian,,,
16-650-179-1,credincios,faithful,Romanian,,,
16-650-179-3,statornic,faithful,Romanian,,,
16-660-179-1,adeva_r (sb.),TRUE,Romanian,,,
16-660-179-3,adeva_rat,TRUE,Romanian,,,
16-670-179-1,minciuna_,"lie, tell lies",Romanian,,,
16-680-179-1,ins_el__ciune,deceit,Romanian,,,
16-680-179-3,ama_gire,deceit,Romanian,,,
16-690-179-1,ierta,forgive,Romanian,,,
16-710-179-1,bun,good,Romanian,,,
16-720-179-1,ra___,bad,Romanian,,,
16-730-179-1,drept,"right, correct",Romanian,,,
16-730-179-3,just,"right, correct",Romanian,,,
16-760-179-1,vina_,fault,Romanian,,,
16-770-179-1,gres_al__,"mistake, error",Romanian,,,
16-780-179-1,blam,blame,Romanian,,,
16-790-179-1,lauda_,praise,Romanian,,,
16-810-179-1,frumos,beautiful,Romanian,,,
16-820-179-1,uri_t,ugly,Romanian,,,
17-110-179-1,minte,mind,Romanian,,,
17-130-179-1,cugeta,think (= reflect),Romanian,,,
17-130-179-3,gi_ndi,think (= reflect),Romanian,,,
17-140-179-1,socoti,think (= be of the opinion),Romanian,,,
17-140-179-3,crede,think (= be of the opinion),Romanian,,,
17-150-179-1,crede,believe,Romanian,,,
17-160-179-1,i_n__elege,understand,Romanian,,,
17-170-179-1,s_ti,know,Romanian,,,
17-170-179-3,cunoas_te,know,Romanian,,,
17-180-179-1,parea,seem,Romanian,,,
17-210-179-1,i_n__elept,wise,Romanian,,,
17-220-179-1,prost,"foolish, stupid",Romanian,,,
17-220-179-3,neghiob,"foolish, stupid",Romanian,,,
17-220-179-5,dobitoc,"foolish, stupid",Romanian,,,
17-220-179-7,stupid,"foolish, stupid",Romanian,,,
17-230-179-1,nebun,"insane, crazy",Romanian,,,
17-230-179-3,smintit,"insane, crazy",Romanian,,,
17-240-179-1,i_nv____a,learn,Romanian,,,
17-250-179-1,i_nv____a,teach,Romanian,,,
17-260-179-1,elev,pupil,Romanian,,,
17-270-179-1,i_nv______tor,teacher,Romanian,,,
17-280-179-1,s_coal__,school,Romanian,,,
17-310-179-1,s_i aduce aminte,remember,Romanian,,,
17-320-179-1,uita,forget,Romanian,,,
17-340-179-1,clar,"clear, plain",Romanian,,,
17-350-179-1,obscur,obscure,Romanian,,,
17-360-179-1,tainic,secret,Romanian,,,
17-360-179-3,ascuns,secret,Romanian,,,
17-360-179-5,secret,secret,Romanian,,,
17-370-179-1,sigur,"sure, certain",Romanian,,,
17-370-179-3,cert,"sure, certain",Romanian,,,
17-380-179-1,explica,explain,Romanian,,,
17-410-179-1,intent_iune,"intention, purpose",Romanian,,,
17-410-179-3,gi_nd,"intention, purpose",Romanian,,,
17-410-179-5,scop,"intention, purpose",Romanian,,,
17-420-179-1,cauza_,cause,Romanian,,,
17-430-179-1,i_ndoial__,doubt,Romanian,,,
17-440-179-1,ba_nueal__,suspect,Romanian,,,
18-110-179-1,voce,voice,Romanian,,,
18-110-179-3,glas,voice,Romanian,,,
18-120-179-1,ci_nta,sing,Romanian,,,
18-130-179-1,striga,"shout, cry out",Romanian,,,
18-130-179-3,t_ipa,"shout, cry out",Romanian,,,
18-210-179-1,vorbi,"speak, talk",Romanian,,,
18-210-179-3,gra_i,"speak, talk",Romanian,,,
18-210-179-5,cuvi_nta,"speak, talk",Romanian,,,
18-220-179-1,zice,say,Romanian,,,
18-230-179-1,ta_cea,silent (be),Romanian,,,
18-240-179-1,limba_,language,Romanian,,,
18-240-179-3,graiu,language,Romanian,,,
18-260-179-1,cuvi_nt,word,Romanian,,,
18-280-179-1,nume,name,Romanian,,,
18-310-179-1,i_ntreba,"ask (question, inquire)",Romanian,,,
18-320-179-1,ra_spunde,answer,Romanian,,,
18-330-179-1,ma_rturisi,"admit, confess",Romanian,,,
18-340-179-1,nega,deny,Romanian,,,
18-340-179-3,ta_g__dui,deny,Romanian,,,
18-350-179-1,cere,"ask, request",Romanian,,,
18-360-179-1,promite,promise,Romanian,,,
18-360-179-3,fa_g__dui,promise,Romanian,,,
18-370-179-1,refuza,refuse,Romanian,,,
18-380-179-1,opri,forbid,Romanian,,,
18-380-179-3,interzice,forbid,Romanian,,,
18-410-179-1,chema,call (=summon),Romanian,,,
18-420-179-1,chema,call (=name),Romanian,,,
18-430-179-1,anunt_a,announce,Romanian,,,
18-430-179-3,vesti,announce,Romanian,,,
18-440-179-1,amenint_a,threaten,Romanian,,,
18-450-179-1,se la_uda,boast,Romanian,,,
18-450-179-3,se fa_li,boast,Romanian,,,
18-510-179-1,scrie,write,Romanian,,,
18-520-179-1,citi,read,Romanian,,,
18-560-179-1,hi_rtie,paper,Romanian,,,
18-570-179-1,pana_,pen,Romanian,,,
18-570-179-3,condeiu,pen,Romanian,,,
18-610-179-1,carte,book,Romanian,,,
18-670-179-1,poet,poet,Romanian,,,
19-110-179-1,t_ar__,country,Romanian,,,
19-120-179-1,patrie,one's native country,Romanian,,,
19-150-179-1,oras_,"city, town",Romanian,,,
19-160-179-1,sat,village,Romanian,,,
19-170-179-1,hotar,boundary,Romanian,,,
19-170-179-3,frontiera,boundary,Romanian,,,
19-170-179-5,margine,boundary,Romanian,,,
19-210-179-1,popor,people (populace),Romanian,,,
19-210-179-3,norod,people (populace),Romanian,,,
19-230-179-1,trib,"tribe, clan",Romanian,,,
19-230-179-3,semint_ie,"tribe, clan",Romanian,,,
19-310-179-1,guberna,"rule, govern",Romanian,,,
19-310-179-3,ci_rmui,"rule, govern",Romanian,,,
19-320-179-1,rege,"king, ruler",Romanian,,,
19-330-179-1,regina,queen,Romanian,,,
19-360-179-1,nobil,"noble, nobleman",Romanian,,,
19-370-179-1,ceta___ean,"citizen, subject",Romanian,,,
