ID,Name,Parameter,Language,Frequency,Confidence,References
5-780-131-3,olíva,olive,Hungarian,,,
5-790-131-1,olay,oil,Hungarian,,,
5-791-131-1,zsír,"grease, fat",Hungarian,,,
5-810-131-1,só,salt,Hungarian,,,
5-820-131-1,bors,pepper,Hungarian,,,
5-821-131-1,czíp_s paprika,chili pepper,Hungarian,,,
5-840-131-1,méz,honey,Hungarian,,,
5-850-131-1,cukor,sugar,Hungarian,,,
5-860-131-1,tey,milk (noun),Hungarian,,,
5-870-131-1,fey,milk (vb),Hungarian,,,
5-880-131-1,sayt,cheese,Hungarian,,,
5-890-131-1,vay,butter,Hungarian,,,
5-900-131-1,ital,"beverage, drink",Hungarian,,,
5-910-131-1,méhsör,mead,Hungarian,,,
5-920-131-1,bor,wine,Hungarian,,,
5-930-131-1,sör,beer,Hungarian,,,
5-940-131-1,eryesztelt ital,fermented drink,Hungarian,,,
5-970-131-1,toyás,egg,Hungarian,,,
5-971-131-1,toyássárgáya,egg yolk,Hungarian,,,
6-110-131-1,(fel)öltözik,put on (clothes),Hungarian,,,
6-120-131-1,ruha,"clothing, clothes",Hungarian,,,
6-120-131-3,öltöny,"clothing, clothes",Hungarian,,,
6-130-131-1,szabó,tailor,Hungarian,,,
6-210-131-1,szövet,cloth,Hungarian,,,
6-210-131-3,vászon,cloth,Hungarian,,,
6-220-131-1,gyapyú,wool,Hungarian,,,
6-230-131-1,(len)vászon,"linen, flax",Hungarian,,,
6-230-131-3,gyolcz,"linen, flax",Hungarian,,,
6-230-131-5,len,"linen, flax",Hungarian,,,
6-240-131-1,gyapot,cotton,Hungarian,,,
6-240-131-3,pamut,cotton,Hungarian,,,
6-250-131-1,selyem,silk,Hungarian,,,
6-270-131-1,nemez,felt,Hungarian,,,
6-270-131-3,filc,felt,Hungarian,,,
6-280-131-1,sz_rme,fur,Hungarian,,,
6-280-131-3,prém,fur,Hungarian,,,
6-290-131-1,b_r,leather,Hungarian,,,
6-310-131-1,fon,spin,Hungarian,,,
6-320-131-1,orsó,spindle,Hungarian,,,
6-330-131-1,sz_,weave,Hungarian,,,
6-340-131-1,szöv_gép,loom,Hungarian,,,
6-340-131-3,köt_gép,loom,Hungarian,,,
6-350-131-1,varr,sew,Hungarian,,,
6-360-131-1,tü,needle,Hungarian,,,
6-370-131-1,ár,awl,Hungarian,,,
6-380-131-1,fonal,thread,Hungarian,,,
6-380-131-3,szál,thread,Hungarian,,,
6-390-131-1,fest ~ befest,dye,Hungarian,,,
6-410-131-1,pelerin,cloak,Hungarian,,,
6-410-131-3,köpeny,cloak,Hungarian,,,
6-411-131-1,[ponczó],poncho,Hungarian,,,
6-420-131-1,ruha,woman's dress,Hungarian,,,
6-430-131-1,zakó,coat,Hungarian,,,
6-440-131-1,ing,shirt,Hungarian,,,
6-450-131-1,gallér,collar,Hungarian,,,
6-460-131-1,szoknya,skirt,Hungarian,,,
6-480-131-1,nadrág,trousers,Hungarian,,,
6-490-131-1,zokni,"stocking, sock",Hungarian,,,
6-490-131-3,harisnya,"stocking, sock",Hungarian,,,
6-510-131-1,cip_,shoe,Hungarian,,,
6-520-131-1,czizma,boot,Hungarian,,,
6-540-131-1,cipész,"shoemaker, cobbler",Hungarian,,,
6-550-131-1,kalap,"hat, cap",Hungarian,,,
6-550-131-3,sapka,"hat, cap",Hungarian,,,
6-570-131-1,öv,"belt, girdle",Hungarian,,,
6-580-131-1,keszty_,glove,Hungarian,,,
6-590-131-1,fátyol,veil,Hungarian,,,
6-610-131-1,zseb,pocket,Hungarian,,,
6-620-131-1,gomb,button,Hungarian,,,
6-630-131-1,gombost_,pin,Hungarian,,,
6-710-131-1,dísz ~ díszítés,"ornament, adornment",Hungarian,,,
6-720-131-1,ékszer,jewel,Hungarian,,,
6-730-131-1,gy_r_,ring (for finger),Hungarian,,,
6-740-131-1,karköt_,bracelet,Hungarian,,,
6-750-131-1,nyakék,necklace,Hungarian,,,
6-750-131-3,nyaklánc,necklace,Hungarian,,,
6-760-131-1,gyöngysor,bead,Hungarian,,,
6-770-131-1,fülbevaló,earring,Hungarian,,,
6-780-131-1,feyfed_,"headband, headdress",Hungarian,,,
6-790-131-1,tetoválás,tattoo,Hungarian,,,
6-810-131-1,zsebkend_,"handkerchief, rag",Hungarian,,,
6-820-131-1,kend_,towel,Hungarian,,,
6-820-131-3,szalvéta,towel,Hungarian,,,
6-910-131-1,fés_,comb,Hungarian,,,
6-920-131-1,kefe,brush,Hungarian,,,
6-921-131-1,fon,braid,Hungarian,,,
6-930-131-1,borotva,razor,Hungarian,,,
6-940-131-1,ken_cz,ointment,Hungarian,,,
6-940-131-3,krém,ointment,Hungarian,,,
6-950-131-1,szappan,soap,Hungarian,,,
6-960-131-1,tükör,mirror,Hungarian,,,
7-110-131-1,lakik,"dwell, live",Hungarian,,,
7-110-131-3,él,"dwell, live",Hungarian,,,
7-120-131-1,ház,house,Hungarian,,,
7-130-131-1,kunyhó,hut,Hungarian,,,
7-130-131-3,viskó,hut,Hungarian,,,
7-130-131-5,vityilló,hut,Hungarian,,,
7-131-131-1,kertes ház,garden-house,Hungarian,,,
7-140-131-1,sátor,tent,Hungarian,,,
7-150-131-1,udvar,"yard, court",Hungarian,,,
7-160-131-1,legénylakás,men's house,Hungarian,,,
7-170-131-1,konyha,cookhouse,Hungarian,,,
7-180-131-1,imaház,meeting house,Hungarian,,,
7-210-131-1,szoba,room,Hungarian,,,
7-220-131-1,aytó,"door, gate",Hungarian,,,
7-220-131-3,kapu,"door, gate",Hungarian,,,
7-221-131-1,aytótok,"doorpost, jamb",Hungarian,,,
7-230-131-1,zár,lock (noun),Hungarian,,,
7-230-131-3,lakat,lock (noun),Hungarian,,,
7-231-131-1,kilincz,"latch, door-bolt",Hungarian,,,
7-240-131-1,kulcz,key,Hungarian,,,
7-250-131-1,ablak,window,Hungarian,,,
7-260-131-1,padló,floor,Hungarian,,,
7-270-131-1,fal,wall,Hungarian,,,
7-310-131-1,kandalló,fireplace,Hungarian,,,
7-310-131-3,t_zhely,fireplace,Hungarian,,,
7-320-131-1,t_zhely,stove,Hungarian,,,
7-320-131-3,kályha,stove,Hungarian,,,
7-330-131-1,cz_,chimney,Hungarian,,,
7-370-131-1,lépcz_,ladder,Hungarian,,,
7-420-131-1,ágy,bed,Hungarian,,,
7-421-131-1,párna,pillow,Hungarian,,,
7-421-131-3,vánkos,pillow,Hungarian,,,
7-422-131-1,paplan,blanket,Hungarian,,,
7-422-131-3,takaró,blanket,Hungarian,,,
7-430-131-1,szék,chair,Hungarian,,,
7-440-131-1,asztal,table,Hungarian,,,
7-450-131-1,[lámpa],"lamp, torch",Hungarian,,,
7-460-131-1,gyertya,candle,Hungarian,,,
7-470-131-1,polc,shelf,Hungarian,,,
7-480-131-1,tekn_,trough,Hungarian,,,
7-510-131-1,tet_,roof,Hungarian,,,
7-520-131-1,szalmatet_,thatch,Hungarian,,,
7-530-131-1,(mester)gerenda,ridgepole,Hungarian,,,
7-540-131-1,fedélszék,rafter,Hungarian,,,
7-540-131-3,szaruzat ~ szarufa,rafter,Hungarian,,,
7-550-131-1,gerenda,beam,Hungarian,,,
7-560-131-1,pózna,"post, pole",Hungarian,,,
7-560-131-3,rúd,"post, pole",Hungarian,,,
7-570-131-1,deszka,board,Hungarian,,,
7-570-131-3,tábla,board,Hungarian,,,
7-580-131-1,boltív,arch,Hungarian,,,
7-610-131-1,k_m_ves,mason,Hungarian,,,
7-620-131-1,tégla,brick,Hungarian,,,
7-630-131-1,vakolat,mortar,Hungarian,,,
7-640-131-1,vályog ~ vályogtégla,adobe,Hungarian,,,
8-110-131-1,földm_ves,farmer,Hungarian,,,
8-110-131-3,paraszt,farmer,Hungarian,,,
8-120-131-1,szántó(föld),field (for cultivation),Hungarian,,,
8-130-131-1,kert,garden,Hungarian,,,
8-130-131-3,gyümölczös,garden,Hungarian,,,
8-150-131-1,(meg)m_vel,"cultivate, till",Hungarian,,,
8-160-131-1,körülkerít ~ elkerít ~ bekerít,fence,Hungarian,,,
8-170-131-1,árok,ditch,Hungarian,,,
8-210-131-1,(fel)szánt,plow,Hungarian,,,
8-212-131-1,barázda,furrow,Hungarian,,,
8-220-131-1,(fel)ás,dig,Hungarian,,,
8-230-131-1,ásó,spade,Hungarian,,,
8-240-131-1,lapát,shovel,Hungarian,,,
8-250-131-1,kapa,hoe,Hungarian,,,
8-260-131-1,villa,fork,Hungarian,,,
8-270-131-1,gereblye,rake,Hungarian,,,
8-310-131-1,vet ~ elvet,sow,Hungarian,,,
8-311-131-1,mag,seed,Hungarian,,,
8-320-131-1,(le)arat,"mow, reap",Hungarian,,,
8-320-131-3,(le)kaszál,"mow, reap",Hungarian,,,
8-330-131-1,sarló,"sickle, scythe",Hungarian,,,
8-330-131-3,kasza,"sickle, scythe",Hungarian,,,
8-340-131-1,kiczépel,thresh,Hungarian,,,
8-350-131-1,szér_(skert),threshing-floor,Hungarian,,,
8-410-131-1,aratás,"crop, harvest",Hungarian,,,
8-410-131-3,termés,"crop, harvest",Hungarian,,,
8-420-131-1,gabona,"grain (barley, oats etc)",Hungarian,,,
8-420-131-3,termény,"grain (barley, oats etc)",Hungarian,,,
8-430-131-1,búza,wheat,Hungarian,,,
8-440-131-1,árpa,barley,Hungarian,,,
8-450-131-1,rozs,rye,Hungarian,,,
8-460-131-1,zab,oats,Hungarian,,,
8-470-131-1,kukorica,"maize, corn",Hungarian,,,
8-480-131-1,rizs,rice,Hungarian,,,
8-510-131-1,f_,grass,Hungarian,,,
8-520-131-1,széna,hay,Hungarian,,,
8-530-131-1,növény,plant (noun),Hungarian,,,
8-531-131-1,ültet,plant (vb),Hungarian,,,
8-540-131-1,gyökér,root,Hungarian,,,
8-540-131-3,t_,root,Hungarian,,,
8-550-131-1,ág,branch,Hungarian,,,
8-560-131-1,(fa)levél,leaf,Hungarian,,,
8-560-131-3,lomb,leaf,Hungarian,,,
8-570-131-1,virág,flower,Hungarian,,,
8-600-131-1,fa,tree,Hungarian,,,
8-610-131-1,tölgy(fa),oak,Hungarian,,,
8-620-131-1,bükk(fa),beech,Hungarian,,,
8-630-131-1,nyír(fa),birch,Hungarian,,,
8-640-131-1,(erdei)feny_,pine,Hungarian,,,
8-650-131-1,(luc)eny_,fir,Hungarian,,,
8-660-131-1,makk,acorn,Hungarian,,,
8-670-131-1,sz_l_,vine,Hungarian,,,
8-680-131-1,dohány,tobacco,Hungarian,,,
8-690-131-1,dohányzik,smoke (tobacco),Hungarian,,,
8-691-131-1,pipa,pipe,Hungarian,,,
8-720-131-1,t_nk,tree stump,Hungarian,,,
8-730-131-1,(fa)törzs,tree trunk,Hungarian,,,
8-740-131-1,(villás) ág,forked branch,Hungarian,,,
8-750-131-1,fakéreg,bark,Hungarian,,,
8-760-131-1,lé,sap,Hungarian,,,
8-760-131-3,nedv,sap,Hungarian,,,
8-810-131-1,pálma,palm tree,Hungarian,,,
8-820-131-1,kókuszdió,coconut,Hungarian,,,
8-830-131-1,déligyümölcz,citrus fruit,Hungarian,,,
8-830-131-3,citrusfélék,citrus fruit,Hungarian,,,
8-840-131-1,banán,banana tree,Hungarian,,,
8-850-131-1,indiai fügefa,banyan,Hungarian,,,
8-910-131-1,batátasz,sweet potato,Hungarian,,,
8-920-131-1,tapióka,"tapioca, manioc, cassava",Hungarian,,,
8-920-131-3,manióka,"tapioca, manioc, cassava",Hungarian,,,
8-930-131-1,lopótök,gourd,Hungarian,,,
8-931-131-1,tök,"pumpkin, squash",Hungarian,,,
8-940-131-1,bambusz(nád),bamboo,Hungarian,,,
8-941-131-1,cukornád,sugar cane,Hungarian,,,
8-970-131-1,czalán,nettle,Hungarian,,,
8-980-131-1,gomba,mushroom,Hungarian,,,
9-110-131-1,tesz,"do, make",Hungarian,,,
9-110-131-3,czinál,"do, make",Hungarian,,,
9-110-131-5,készít,"do, make",Hungarian,,,
9-120-131-1,dolgozik,work,Hungarian,,,
9-140-131-1,haylít,bend,Hungarian,,,
9-150-131-1,haytogat,fold,Hungarian,,,
9-160-131-1,köt,"tie, bind",Hungarian,,,
9-161-131-1,kibont,untie,Hungarian,,,
9-180-131-1,lánc,chain,Hungarian,,,
9-190-131-1,kötél,"rope, cord",Hungarian,,,
9-192-131-1,czomo,knot (noun),Hungarian,,,
9-210-131-1,üt,"strike (hit, beat)",Hungarian,,,
9-210-131-3,ver,"strike (hit, beat)",Hungarian,,,
9-210-131-5,czap,"strike (hit, beat)",Hungarian,,,
9-211-131-1,kalapál,pound with fist,Hungarian,,,
9-220-131-1,(el)vág,cut,Hungarian,,,
9-221-131-1,levág,cut down,Hungarian,,,
9-222-131-1,hasogat,"chop, hew",Hungarian,,,
9-222-131-3,vág,"chop, hew",Hungarian,,,
9-223-131-1,(át)szúr,stab,Hungarian,,,
9-223-131-3,megkésel,stab,Hungarian,,,
9-230-131-1,kés,knife,Hungarian,,,
9-240-131-1,olló,"scissors, shears",Hungarian,,,
9-250-131-1,balta,ax,Hungarian,,,
9-250-131-3,feysze,ax,Hungarian,,,
9-251-131-1,bárd,adze,Hungarian,,,
9-251-131-3,feysze,adze,Hungarian,,,
9-251-131-5,bodnarkés,adze,Hungarian,,,
9-260-131-1,(el)tör,break,Hungarian,,,
9-261-131-1,tört ~ törött ~ megtört,broken,Hungarian,,,
9-270-131-1,(el)hasít ~ hasogat,split,Hungarian,,,
9-270-131-3,feloszt(a),split,Hungarian,,,
9-270-131-5,(el)hasad(a),split,Hungarian,,,
9-280-131-1,tép,tear,Hungarian,,,
9-290-131-1,megnyúz,"flay, skin",Hungarian,,,
9-290-131-3,lehánt,"flay, skin",Hungarian,,,
9-310-131-1,dörzöl,"rub, wipe",Hungarian,,,
9-320-131-1,megnyúyt,stretch,Hungarian,,,
9-330-131-1,húz,pull,Hungarian,,,
9-340-131-1,leterít ~ megterít,spread out,Hungarian,,,
9-341-131-1,felakaszt,hang up,Hungarian,,,
9-342-131-1,(meg)nyom,press,Hungarian,,,
9-342-131-3,(meg)szorít,press,Hungarian,,,
9-343-131-1,saytol,"squeeze, wring",Hungarian,,,
9-350-131-1,önt,pour,Hungarian,,,
9-350-131-3,ömlik,pour,Hungarian,,,
9-360-131-1,mos ~ mosdik,wash,Hungarian,,,
9-370-131-1,söpör,sweep,Hungarian,,,
9-370-131-3,elsodor,sweep,Hungarian,,,
9-380-131-1,sepr_,broom,Hungarian,,,
9-380-131-3,rekettye,broom,Hungarian,,,
9-422-131-1,szerszám,tool,Hungarian,,,
9-430-131-1,ácz,carpenter,Hungarian,,,
9-440-131-1,épít,build,Hungarian,,,
9-460-131-1,fúr ~ fúródik,bore,Hungarian,,,
9-461-131-1,(ki)váy,hollow out,Hungarian,,,
9-461-131-3,üregessé tesz,hollow out,Hungarian,,,
9-480-131-1,f_rész,saw,Hungarian,,,
9-490-131-1,kalapácz,hammer,Hungarian,,,
9-500-131-1,szeg,nail,Hungarian,,,
9-560-131-1,ragasztó,glue,Hungarian,,,
9-560-131-3,enyv,glue,Hungarian,,,
9-600-131-1,kovácz,"smith, blacksmith",Hungarian,,,
9-610-131-1,kováczol,forge,Hungarian,,,
9-620-131-1,üll_,anvil,Hungarian,,,
9-630-131-1,önt,cast (metals),Hungarian,,,
9-640-131-1,arany,gold,Hungarian,,,
9-650-131-1,ezüst,silver,Hungarian,,,
9-660-131-1,vörösréz,"copper, bronze",Hungarian,,,
9-660-131-3,bronz,"copper, bronze",Hungarian,,,
9-670-131-1,vas,iron,Hungarian,,,
9-680-131-1,ólom,lead (noun),Hungarian,,,
9-690-131-1,ón,"tin, tinplate",Hungarian,,,
9-710-131-1,fazekas,potter,Hungarian,,,
9-720-131-1,formál,mold (clay etc),Hungarian,,,
9-720-131-3,mintáz,mold (clay etc),Hungarian,,,
9-730-131-1,agyag,clay,Hungarian,,,
9-740-131-1,üveg,glass,Hungarian,,,
9-750-131-1,fon,"weave, plait",Hungarian,,,
9-760-131-1,kosár,basket,Hungarian,,,
9-770-131-1,gyékény,mat,Hungarian,,,
9-771-131-1,sz_nyeg,rug,Hungarian,,,
9-780-131-1,háló,netbag,Hungarian,,,
9-790-131-1,legyez_,fan (noun),Hungarian,,,
9-791-131-1,fúy,fan (vb),Hungarian,,,
9-810-131-1,farag,carve,Hungarian,,,
9-820-131-1,szobrász,sculptor,Hungarian,,,
9-830-131-1,szobor,statue,Hungarian,,,
9-840-131-1,vés_,chisel,Hungarian,,,
9-880-131-1,szín,paint (noun),Hungarian,,,
9-880-131-3,festék,paint (noun),Hungarian,,,
9-890-131-1,fest,paint (vb),Hungarian,,,
9-890-131-3,mázol,paint (vb),Hungarian,,,
10-110-131-1,mozdít ~ mozgat,move,Hungarian,,,
10-120-131-1,(meg)fordul,turn over,Hungarian,,,
10-120-131-3,felborít,turn over,Hungarian,,,
10-130-131-1,megfordít,turn around,Hungarian,,,
10-140-131-1,czavar,"wind, wrap",Hungarian,,,
10-140-131-3,sodor,"wind, wrap",Hungarian,,,
10-140-131-5,fon,"wind, wrap",Hungarian,,,
10-140-131-7,beczavar,"wind, wrap",Hungarian,,,
10-150-131-1,felczavar,roll,Hungarian,,,
10-150-131-3,gördül,roll,Hungarian,,,
10-160-131-1,luyt,drop (vb),Hungarian,,,
10-170-131-1,elfordit,twist,Hungarian,,,
10-170-131-3,sodor,twist,Hungarian,,,
10-170-131-5,(fel)kavar,twist,Hungarian,,,
10-210-131-1,(fel)száll,rise,Hungarian,,,
10-210-131-3,felkel,rise,Hungarian,,,
10-220-131-1,emel,"raise, lift",Hungarian,,,
10-230-131-1,esik,fall,Hungarian,,,
10-240-131-1,czepereg,drip,Hungarian,,,
10-250-131-1,dob,throw,Hungarian,,,
10-250-131-3,vet,throw,Hungarian,,,
10-252-131-1,igyekszik,catch (ball),Hungarian,,,
10-252-131-3,hayszol,catch (ball),Hungarian,,,
10-260-131-1,ráz,shake,Hungarian,,,
10-320-131-1,folyik,flow,Hungarian,,,
10-320-131-3,ömlik,flow,Hungarian,,,
10-330-131-1,bef_t,sink,Hungarian,,,
10-340-131-1,úszik,float,Hungarian,,,
10-340-131-3,fürdik,float,Hungarian,,,
10-350-131-1,úszik,swim,Hungarian,,,
10-351-131-1,(alá)merül ~ bemerül,dive,Hungarian,,,
10-352-131-1,fröczköl,splash,Hungarian,,,
10-360-131-1,hayózik,sail (vb),Hungarian,,,
10-370-131-1,repül,fly (vb),Hungarian,,,
10-380-131-1,fúy,blow,Hungarian,,,
10-410-131-1,mászik,"creep, crawl",Hungarian,,,
10-410-131-3,kúszik,"creep, crawl",Hungarian,,,
10-412-131-1,letérdel ~ térdepel,kneel,Hungarian,,,
10-413-131-1,(le)guggol,crouch,Hungarian,,,
10-420-131-1,besurran,"slide, slip",Hungarian,,,
10-430-131-1,ugrik,"jump, leap",Hungarian,,,
10-431-131-1,rúg,kick,Hungarian,,,
10-440-131-1,tancól,dance,Hungarian,,,
10-450-131-1,sétál,walk,Hungarian,,,
10-450-131-3,megy,walk,Hungarian,,,
10-451-131-1,sántít,limp,Hungarian,,,
10-460-131-1,fut,run,Hungarian,,,
10-460-131-3,szalad,run,Hungarian,,,
10-470-131-1,megy,go,Hungarian,,,
10-470-131-3,lesz,go,Hungarian,,,
10-471-131-1,felkel ~ feláll,go up,Hungarian,,,
10-472-131-1,(fel)mászik,climb,Hungarian,,,
10-473-131-1,alá/ lemegy,go down,Hungarian,,,
10-474-131-1,kimegy,go out,Hungarian,,,
10-480-131-1,yön,come,Hungarian,,,
10-480-131-3,megy,come,Hungarian,,,
10-480-131-5,kerül,come,Hungarian,,,
10-481-131-1,viszszatér,come back,Hungarian,,,
10-481-131-3,megyön,come back,Hungarian,,,
10-490-131-1,elmegy,"go away, depart",Hungarian,,,
10-490-131-3,eltávozik,"go away, depart",Hungarian,,,
10-491-131-1,elt_nik,disappear,Hungarian,,,
10-510-131-1,(el)menekül,flee,Hungarian,,,
10-510-131-3,elfüt,flee,Hungarian,,,
10-520-131-1,követ,follow,Hungarian,,,
10-530-131-1,üldöz,pursue,Hungarian,,,
10-550-131-1,érkezik,"reach, arrive",Hungarian,,,
10-550-131-3,yön,"reach, arrive",Hungarian,,,
10-560-131-1,közeledik ~ közeleg,approach,Hungarian,,,
10-570-131-1,beyön,enter,Hungarian,,,
10-570-131-3,bemegy,enter,Hungarian,,,
10-610-131-1,hord,carry (bear),Hungarian,,,
10-612-131-1,kézben visz,carry-in-hand,Hungarian,,,
10-613-131-1,vállon visz,carry-on-shoulder,Hungarian,,,
10-614-131-1,a feyén visz,carry-on-head,Hungarian,,,
10-615-131-1,a hóna alatt visz,carry-underarm,Hungarian,,,
10-620-131-1,hoz,bring,Hungarian,,,
10-630-131-1,küld,send,Hungarian,,,
10-640-131-1,vezet,lead (vb),Hungarian,,,
10-650-131-1,vezet,drive,Hungarian,,,
10-650-131-3,hayt,drive,Hungarian,,,
10-660-131-1,lovagol,ride,Hungarian,,,
10-670-131-1,(el)halaszt,"push, shove",Hungarian,,,
10-670-131-3,lök,"push, shove",Hungarian,,,
10-710-131-1,út,road,Hungarian,,,
10-720-131-1,út,path,Hungarian,,,
10-720-131-3,ösvény,path,Hungarian,,,
10-740-131-1,híd,bridge,Hungarian,,,
10-750-131-1,koczi,"carriage, wagon, cart",Hungarian,,,
10-750-131-3,hintó,"carriage, wagon, cart",Hungarian,,,
10-750-131-5,vagon,"carriage, wagon, cart",Hungarian,,,
10-760-131-1,kerék,wheel,Hungarian,,,
10-770-131-1,tengely,axle,Hungarian,,,
10-780-131-1,yárom,yoke,Hungarian,,,
10-780-131-3,iga,yoke,Hungarian,,,
10-810-131-1,hayó,ship,Hungarian,,,
10-830-131-1,czónak,boat,Hungarian,,,
10-831-131-1,kayak,canoe,Hungarian,,,
10-831-131-3,kenu,canoe,Hungarian,,,
10-832-131-1,inga,outrigger,Hungarian,,,
10-840-131-1,tutay,raft,Hungarian,,,
10-850-131-1,evez_,oar,Hungarian,,,
10-851-131-1,evez_,paddle (noun),Hungarian,,,
10-852-131-1,evez,row (vb),Hungarian,,,
10-860-131-1,kormány,rudder,Hungarian,,,
10-870-131-1,árboc,mast,Hungarian,,,
10-880-131-1,vitorla,sail (noun),Hungarian,,,
10-890-131-1,horgony,anchor,Hungarian,,,
10-910-131-1,kiköt_,"harbor, port",Hungarian,,,
10-920-131-1,kiszáll ~ leszáll,land (vb),Hungarian,,,
11-110-131-1,van,have,Hungarian,,,
11-120-131-1,birtokol,"own, possess",Hungarian,,,
11-130-131-1,vesz,take,Hungarian,,,
11-140-131-1,elegend_,"seize, grasp",Hungarian,,,
11-150-131-1,tart,hold,Hungarian,,,
11-160-131-1,megkap ~ kap,"get, obtain",Hungarian,,,
11-170-131-1,gondoz,"keep, retain",Hungarian,,,
11-170-131-3,tart,"keep, retain",Hungarian,,,
11-170-131-5,rendelkezik,"keep, retain",Hungarian,,,
11-180-131-1,ügy,thing,Hungarian,,,
11-180-131-3,dolog,thing,Hungarian,,,
11-180-131-5,eset,thing,Hungarian,,,
11-210-131-1,ad,give,Hungarian,,,
11-210-131-3,yuttat,give,Hungarian,,,
11-220-131-1,viszszád,give back,Hungarian,,,
11-240-131-1,_riz ~ meg_riz,"preserve, look after",Hungarian,,,
11-250-131-1,óv,"save, rescue",Hungarian,,,
11-250-131-3,véd,"save, rescue",Hungarian,,,
11-270-131-1,elpusztít,destroy,Hungarian,,,
11-270-131-3,tönkretesz,destroy,Hungarian,,,
11-280-131-1,árt,"harm, injure, damage",Hungarian,,,
11-310-131-1,keres,"seek, look for",Hungarian,,,
11-320-131-1,(meg)talál,find,Hungarian,,,
11-330-131-1,elveszít ~ veszít,lose,Hungarian,,,
11-340-131-1,elereszt,"release, let go",Hungarian,,,
11-430-131-1,pénz,money,Hungarian,,,
11-440-131-1,ércpénz ~ pénzarab,coin,Hungarian,,,
11-510-131-1,gazdag,rich,Hungarian,,,
11-520-131-1,szegény,poor,Hungarian,,,
11-530-131-1,koldus,beggar,Hungarian,,,
11-540-131-1,önz_,"avaricious, stingy",Hungarian,,,
11-540-131-3,kapzsi,"avaricious, stingy",Hungarian,,,
11-610-131-1,ítél,lend,Hungarian,,,
11-620-131-1,elfolgal,borrow,Hungarian,,,
11-630-131-1,tartozik,owe,Hungarian,,,
11-640-131-1,adósság,debt,Hungarian,,,
11-650-131-1,fizet,pay (vb),Hungarian,,,
11-660-131-1,számla ~ számítás,"account, reckoning",Hungarian,,,
11-690-131-1,fizetés,"tax, tribute",Hungarian,,,
11-690-131-3,díy,"tax, tribute",Hungarian,,,
11-770-131-1,kibérel,hire,Hungarian,,,
11-770-131-3,felfogad,hire,Hungarian,,,
11-780-131-1,fizetés,wages,Hungarian,,,
11-780-131-3,bér,wages,Hungarian,,,
11-790-131-1,keres,earn,Hungarian,,,
11-810-131-1,vásárol,buy,Hungarian,,,
11-820-131-1,elad,sell,Hungarian,,,
11-830-131-1,kereskedik,"trade, barter",Hungarian,,,
11-840-131-1,keresked_,merchant,Hungarian,,,
11-850-131-1,vásár,market (place),Hungarian,,,
11-850-131-3,piac,market (place),Hungarian,,,
11-860-131-1,bolt,"store, shop",Hungarian,,,
11-860-131-3,kereskedés,"store, shop",Hungarian,,,
11-860-131-5,üzlet,"store, shop",Hungarian,,,
11-870-131-1,ár,price,Hungarian,,,
11-880-131-1,drága,"dear (costly, expensive)",Hungarian,,,
11-890-131-1,olczó,cheap,Hungarian,,,
11-910-131-1,eloszt,share (distribute),Hungarian,,,
11-920-131-1,nyom,weigh,Hungarian,,,
11-920-131-3,megmér,weigh,Hungarian,,,
12-10-131-1,után,after,Hungarian,,,
12-11-131-1,mögött,behind,Hungarian,,,
12-20-131-1,mellett,beside,Hungarian,,,
12-30-131-1,alá le,"down, below",Hungarian,,,
12-30-131-3,alatt,"down, below",Hungarian,,,
12-40-131-1,egykor,before,Hungarian,,,
12-40-131-3,el_tt,before,Hungarian,,,
12-41-131-1,el_tt,front,Hungarian,,,
12-41-131-3,homlokzat,front,Hungarian,,,
12-41-131-5,els_,front,Hungarian,,,
12-50-131-1,bent ~ belseyében,"inside, in",Hungarian,,,
12-60-131-1,kívül,outside,Hungarian,,,
12-70-131-1,alul,under,Hungarian,,,
12-70-131-3,alatt,under,Hungarian,,,
12-70-131-5,alá,under,Hungarian,,,
12-80-131-1,fel ~ felett,"up, above",Hungarian,,,
12-110-131-1,hely,place,Hungarian,,,
12-110-131-3,tér,place,Hungarian,,,
12-120-131-1,tesz,put,Hungarian,,,
12-120-131-3,helyez,put,Hungarian,,,
12-130-131-1,ül,sit,Hungarian,,,
12-140-131-1,fekszik,lie down,Hungarian,,,
12-150-131-1,áll,stand,Hungarian,,,
12-160-131-1,marad,"remain, stay",Hungarian,,,
12-170-131-1,maradékek,"remains, left overs",Hungarian,,,
12-210-131-1,(öszsze)gy_yt,"collect, gather",Hungarian,,,
12-210-131-3,(öszsze)szed,"collect, gather",Hungarian,,,
12-212-131-1,emel,pick up,Hungarian,,,
12-213-131-1,(fel)halmoz,pile up,Hungarian,,,
12-220-131-1,egyesül,"join, unite",Hungarian,,,
12-220-131-3,gy_l,"join, unite",Hungarian,,,
12-230-131-1,elválaszt,separate,Hungarian,,,
12-232-131-1,eloszt,divide,Hungarian,,,
12-240-131-1,nyit ~ megnyit,open,Hungarian,,,
12-250-131-1,zár,"shut, close",Hungarian,,,
12-250-131-3,czuk,"shut, close",Hungarian,,,
12-260-131-1,befed,cover,Hungarian,,,
12-260-131-3,bevon,cover,Hungarian,,,
12-270-131-1,reyteget,"hide, conceal",Hungarian,,,
12-270-131-3,fed,"hide, conceal",Hungarian,,,
12-310-131-1,magas,high,Hungarian,,,
12-320-131-1,alaczony,low,Hungarian,,,
12-330-131-1,czúcz,top,Hungarian,,,
12-330-131-3,tet_(pont),top,Hungarian,,,
