ID,Name,Parameter,Language,Frequency,Confidence,References
12-340-131-1,fenék,bottom,Hungarian,,,
12-350-131-1,vég,end,Hungarian,,,
12-352-131-1,éles,pointed,Hungarian,,,
12-353-131-1,hegy,edge,Hungarian,,,
12-353-131-3,éle,edge,Hungarian,,,
12-360-131-1,oldal,side,Hungarian,,,
12-370-131-1,középs_,"middle, center",Hungarian,,,
12-370-131-3,központ,"middle, center",Hungarian,,,
12-410-131-1,yobb,right (side),Hungarian,,,
12-420-131-1,bal,left (side),Hungarian,,,
12-430-131-1,közel(ben),near (adv),Hungarian,,,
12-440-131-1,meszsze,far (adv),Hungarian,,,
12-440-131-3,távol,far (adv),Hungarian,,,
12-450-131-1,kelet,east,Hungarian,,,
12-460-131-1,nyugat,west,Hungarian,,,
12-470-131-1,észak,north,Hungarian,,,
12-480-131-1,dél,south,Hungarian,,,
12-530-131-1,n_,grow,Hungarian,,,
12-540-131-1,mér,measure,Hungarian,,,
12-541-131-1,arasz,"span, fathom",Hungarian,,,
12-541-131-3,százseny,"span, fathom",Hungarian,,,
12-550-131-1,nagy,"large, big",Hungarian,,,
12-560-131-1,kis ~ kiczi,"small, little",Hungarian,,,
12-570-131-1,hoszszú,long,Hungarian,,,
12-580-131-1,magas,tall,Hungarian,,,
12-590-131-1,rövid,short,Hungarian,,,
12-610-131-1,széles,"wide, broad",Hungarian,,,
12-620-131-1,sz_k,narrow,Hungarian,,,
12-620-131-3,keskeny,narrow,Hungarian,,,
12-630-131-1,vastag,thick (in dimension),Hungarian,,,
12-650-131-1,vékony,thin (in dimension),Hungarian,,,
12-670-131-1,mély,deep,Hungarian,,,
12-680-131-1,apró,shallow,Hungarian,,,
12-710-131-1,sík ~ sima,flat,Hungarian,,,
12-730-131-1,egyenes,straight,Hungarian,,,
12-740-131-1,görbe,crooked,Hungarian,,,
12-740-131-3,ferde,crooked,Hungarian,,,
12-750-131-1,kampó,hook,Hungarian,,,
12-760-131-1,sarok,corner,Hungarian,,,
12-770-131-1,kereszt,cross,Hungarian,,,
12-780-131-1,négyzet,square,Hungarian,,,
12-810-131-1,kerek,round,Hungarian,,,
12-820-131-1,kör,circle,Hungarian,,,
12-830-131-1,labda,"sphere, ball",Hungarian,,,
12-840-131-1,vonal,line,Hungarian,,,
12-850-131-1,lyuk,hole,Hungarian,,,
12-850-131-3,rés,hole,Hungarian,,,
12-920-131-1,ugyanolyan,"like, similar",Hungarian,,,
12-920-131-3,hasonló,"like, similar",Hungarian,,,
12-930-131-1,változás,change,Hungarian,,,
12-930-131-3,vált,change,Hungarian,,,
13-0-131-1,nulla,"zero, nothing",Hungarian,,,
13-0-131-3,semmi,"zero, nothing",Hungarian,,,
13-10-131-1,egy,one,Hungarian,,,
13-20-131-1,kett_ ~ két,two,Hungarian,,,
13-30-131-1,három ~ hárma-,three,Hungarian,,,
13-40-131-1,négy,four,Hungarian,,,
13-50-131-1,öt,five,Hungarian,,,
13-60-131-1,hat,six,Hungarian,,,
13-70-131-1,hét ~ hete-,seven,Hungarian,,,
13-80-131-1,nyolc,eight,Hungarian,,,
13-90-131-1,kilenc,nine,Hungarian,,,
13-100-131-1,tíz ~ tize-,ten,Hungarian,,,
13-101-131-1,tizenegy,eleven,Hungarian,,,
13-102-131-1,tizenkett_ ~ tizenkét,twelve,Hungarian,,,
13-103-131-1,tizenöt,fifteen,Hungarian,,,
13-104-131-1,húsz ~ husza-,twenty,Hungarian,,,
13-105-131-1,száz,hundred,Hungarian,,,
13-106-131-1,ezer ~ ezre-,thousand,Hungarian,,,
13-107-131-1,számol,count,Hungarian,,,
13-140-131-1,minden ~ mindenki,"every, all",Hungarian,,,
13-140-131-3,mind,"every, all",Hungarian,,,
13-150-131-1,sok,"much, many",Hungarian,,,
13-160-131-1,több,more,Hungarian,,,
13-170-131-1,kevés,"little (quantity), few",Hungarian,,,
13-170-131-3,valami,"little (quantity), few",Hungarian,,,
13-180-131-1,alaposan,enough,Hungarian,,,
13-180-131-3,nagyon,enough,Hungarian,,,
13-181-131-1,(egy)néhány,some,Hungarian,,,
13-181-131-3,egyes,some,Hungarian,,,
13-190-131-1,sokaság,"multitude, crowd",Hungarian,,,
13-190-131-3,tömeg,"multitude, crowd",Hungarian,,,
13-210-131-1,telt ~ tele,full,Hungarian,,,
13-220-131-1,üres,empty,Hungarian,,,
13-230-131-1,rész,"part, piece",Hungarian,,,
13-240-131-1,fél,half,Hungarian,,,
13-330-131-1,egyedül ~ egyetlen,"alone, only",Hungarian,,,
13-330-131-3,czak,"alone, only",Hungarian,,,
13-330-131-5,czupán,"alone, only",Hungarian,,,
13-340-131-1,els_,first,Hungarian,,,
13-350-131-1,utolsó,last,Hungarian,,,
13-360-131-1,egymás,second,Hungarian,,,
13-360-131-3,második,second,Hungarian,,,
13-370-131-1,pár,pair,Hungarian,,,
13-380-131-1,kett_ször,two times,Hungarian,,,
13-420-131-1,harmadik,third,Hungarian,,,
13-440-131-1,haromzor,three times,Hungarian,,,
14-110-131-1,id_,time,Hungarian,,,
14-120-131-1,kor,age,Hungarian,,,
14-130-131-1,úy,new,Hungarian,,,
14-140-131-1,fiatal,young,Hungarian,,,
14-150-131-1,öreg,old,Hungarian,,,
14-160-131-1,kóran,early,Hungarian,,,
14-160-131-3,yókor,early,Hungarian,,,
14-170-131-1,kés_n,late,Hungarian,,,
14-180-131-1,most,now,Hungarian,,,
14-190-131-1,azonnal,immediately,Hungarian,,,
14-190-131-3,rögtön,immediately,Hungarian,,,
14-210-131-1,gyors,"swift, fast, quick",Hungarian,,,
14-210-131-3,fürge,"swift, fast, quick",Hungarian,,,
14-210-131-5,rohamos,"swift, fast, quick",Hungarian,,,
14-220-131-1,lassú,slow,Hungarian,,,
14-220-131-3,lomha,slow,Hungarian,,,
14-230-131-1,siet,"hasten, hurry",Hungarian,,,
14-230-131-3,igyekszik,"hasten, hurry",Hungarian,,,
14-240-131-1,lassít,"retard, delay",Hungarian,,,
14-250-131-1,kezd ~ kezdet,"begin, beginning",Hungarian,,,
14-252-131-1,bír,"last, endure",Hungarian,,,
14-260-131-1,vég,end (temporal),Hungarian,,,
14-270-131-1,(be)végez,finish,Hungarian,,,
14-280-131-1,abbahagy,"cease, stop",Hungarian,,,
14-290-131-1,kész,ready,Hungarian,,,
14-310-131-1,mindig ~ mindenkor,always,Hungarian,,,
14-320-131-1,gyakran,often,Hungarian,,,
14-330-131-1,valamikor,sometimes,Hungarian,,,
14-331-131-1,mindyárt,soon,Hungarian,,,
14-332-131-1,sokáig,long-time (for a),Hungarian,,,
14-340-131-1,soha,never,Hungarian,,,
14-350-131-1,megint,again,Hungarian,,,
14-350-131-3,pedig,again,Hungarian,,,
14-410-131-1,nap,day,Hungarian,,,
14-420-131-1,éy,night,Hungarian,,,
14-430-131-1,napkelte,dawn,Hungarian,,,
14-430-131-3,haynal,dawn,Hungarian,,,
14-440-131-1,reggel,morning,Hungarian,,,
14-450-131-1,dél,"noon, midday",Hungarian,,,
14-451-131-1,délután,afternoon,Hungarian,,,
14-460-131-1,este,evening,Hungarian,,,
14-470-131-1,ma,today,Hungarian,,,
14-480-131-1,holnap,tomorrow,Hungarian,,,
14-481-131-1,holnapután,day-after-tomorrow,Hungarian,,,
14-490-131-1,tegnap,yesterday,Hungarian,,,
14-491-131-1,tegnapel_tt,day-before-yesterday,Hungarian,,,
14-510-131-1,óra,hour,Hungarian,,,
14-530-131-1,óra,"clock, timepiece",Hungarian,,,
14-610-131-1,hét,week,Hungarian,,,
14-620-131-1,vasárnap,Sunday,Hungarian,,,
14-630-131-1,hétf_,Monday,Hungarian,,,
14-640-131-1,kedd,Tuesday,Hungarian,,,
14-650-131-1,szerda,Wednesday,Hungarian,,,
14-660-131-1,czütörtök,Thursday,Hungarian,,,
14-670-131-1,péntek,Friday,Hungarian,,,
14-680-131-1,szombat,Saturday,Hungarian,,,
14-710-131-1,hónap,month,Hungarian,,,
14-730-131-1,év,year,Hungarian,,,
14-740-131-1,tél,winter,Hungarian,,,
14-750-131-1,tavasz,spring,Hungarian,,,
14-760-131-1,nyár,summer,Hungarian,,,
14-770-131-1,ösz,autumn,Hungarian,,,
14-780-131-1,évszak,season,Hungarian,,,
15-210-131-1,illatozik,smell (vb intrans),Hungarian,,,
15-212-131-1,(meg)szagol ~ szagolgat,sniff,Hungarian,,,
15-220-131-1,(meg)szagol,smell (vb trans),Hungarian,,,
15-250-131-1,illatos,"fragrant, good smelling",Hungarian,,,
15-260-131-1,b_zös ~ büdös,"stinking, bad smelling",Hungarian,,,
15-310-131-1,(meg)ízlel,taste,Hungarian,,,
15-350-131-1,édes,sweet,Hungarian,,,
15-350-131-3,yóíz_,sweet,Hungarian,,,
15-360-131-1,sós,salty,Hungarian,,,
15-370-131-1,keser_,bitter,Hungarian,,,
15-380-131-1,savanyú,"acid, sour",Hungarian,,,
15-390-131-1,kissé sós,brackish,Hungarian,,,
15-410-131-1,hall,hear,Hungarian,,,
15-420-131-1,hallgat,listen,Hungarian,,,
15-440-131-1,hang,"sound, noise",Hungarian,,,
15-450-131-1,nagyhangú,loud,Hungarian,,,
15-460-131-1,czend,"quiet, silence",Hungarian,,,
15-460-131-3,nyugalom,"quiet, silence",Hungarian,,,
15-510-131-1,lát,see,Hungarian,,,
15-520-131-1,néz,"look, look at",Hungarian,,,
15-550-131-1,mutat,show,Hungarian,,,
15-560-131-1,fénylik,shine,Hungarian,,,
15-570-131-1,világos,bright,Hungarian,,,
15-610-131-1,szín,color,Hungarian,,,
15-620-131-1,világos,light (in color),Hungarian,,,
15-630-131-1,sötét,dark (in color),Hungarian,,,
15-640-131-1,fehér,white,Hungarian,,,
15-650-131-1,fekete,black,Hungarian,,,
15-660-131-1,piros,red,Hungarian,,,
15-670-131-1,kék,blue,Hungarian,,,
15-680-131-1,zöld,green,Hungarian,,,
15-690-131-1,sárga,yellow,Hungarian,,,
15-710-131-1,(hozzá)ér,touch,Hungarian,,,
15-712-131-1,megczíp,pinch,Hungarian,,,
15-720-131-1,tapogat,feel,Hungarian,,,
15-720-131-3,érez,feel,Hungarian,,,
15-740-131-1,kemény,hard,Hungarian,,,
15-750-131-1,puha,soft,Hungarian,,,
15-750-131-3,lágy,soft,Hungarian,,,
15-760-131-1,érdes,rough,Hungarian,,,
15-770-131-1,sima,smooth,Hungarian,,,
15-780-131-1,éles,sharp,Hungarian,,,
15-790-131-1,életlen,"blunt, dull",Hungarian,,,
15-790-131-3,tompa,"blunt, dull",Hungarian,,,
15-810-131-1,nehéz,heavy,Hungarian,,,
15-820-131-1,könny_,light (in weight),Hungarian,,,
15-830-131-1,nedves,"wet, damp",Hungarian,,,
15-830-131-3,nyirkos,"wet, damp",Hungarian,,,
15-840-131-1,száraz,dry,Hungarian,,,
15-850-131-1,forró,hot,Hungarian,,,
15-850-131-3,tüzes,hot,Hungarian,,,
15-851-131-1,meleg,warm,Hungarian,,,
15-860-131-1,hideg,cold,Hungarian,,,
15-870-131-1,tiszta,clean,Hungarian,,,
15-880-131-1,piszkos,"dirty, soiled",Hungarian,,,
15-880-131-3,moczkos,"dirty, soiled",Hungarian,,,
15-890-131-1,ráncos,wrinkled,Hungarian,,,
16-110-131-1,lélek,"soul, spirit",Hungarian,,,
16-110-131-3,szellem,"soul, spirit",Hungarian,,,
16-150-131-1,meglep_dött,"surprised, astonished",Hungarian,,,
16-150-131-3,czodálkozó,"surprised, astonished",Hungarian,,,
16-180-131-1,szerencze,"good fortune, luck",Hungarian,,,
16-190-131-1,balsors,"misfortune, bad luck",Hungarian,,,
16-230-131-1,vidám,"joyful, glad, happy",Hungarian,,,
16-230-131-3,boldog,"joyful, glad, happy",Hungarian,,,
16-250-131-1,nevet,laugh,Hungarian,,,
16-251-131-1,mosolyog,smile,Hungarian,,,
16-260-131-1,yátszik,play,Hungarian,,,
16-270-131-1,szeret,love,Hungarian,,,
16-270-131-3,szerelem,love,Hungarian,,,
16-290-131-1,czókol,kiss,Hungarian,,,
16-300-131-1,megölel,embrace,Hungarian,,,
16-300-131-3,átkarol,embrace,Hungarian,,,
16-310-131-1,fáyás,pain,Hungarian,,,
16-320-131-1,bánat,"grief, sorrow, sadness",Hungarian,,,
16-320-131-3,szomorúság,"grief, sorrow, sadness",Hungarian,,,
16-330-131-1,gondoskodás,"anxiety, worry",Hungarian,,,
16-340-131-1,(meg)saynál,"regret, be sorry",Hungarian,,,
16-340-131-3,(meg)bán,"regret, be sorry",Hungarian,,,
16-350-131-1,részvét,pity,Hungarian,,,
16-350-131-3,saynálkozás,pity,Hungarian,,,
16-370-131-1,sírdogál,"cry, weep",Hungarian,,,
16-380-131-1,könny(czepp),tear (noun),Hungarian,,,
16-390-131-1,nyög ~ nyöszörög,groan,Hungarian,,,
16-390-131-3,sóhaytozik,groan,Hungarian,,,
16-410-131-1,gy_löl,hate,Hungarian,,,
16-420-131-1,gy_lölet,anger,Hungarian,,,
16-440-131-1,irigység,"envy, jealousy",Hungarian,,,
16-450-131-1,szégyen,shame (noun),Hungarian,,,
16-480-131-1,kevély,proud,Hungarian,,,
16-480-131-3,büszke,proud,Hungarian,,,
16-510-131-1,mer ~ merészel,dare,Hungarian,,,
16-520-131-1,bátor,brave,Hungarian,,,
16-530-131-1,félelem,"fear, fright",Hungarian,,,
16-540-131-1,veszély,danger,Hungarian,,,
16-620-131-1,kíván,"desire, want",Hungarian,,,
16-620-131-3,akar,"desire, want",Hungarian,,,
16-620-131-5,kedve,"desire, want",Hungarian,,,
16-620-131-7,tartya,"desire, want",Hungarian,,,
16-620-131-9,szeret,"desire, want",Hungarian,,,
16-622-131-1,választ,choose,Hungarian,,,
16-630-131-1,kívánság,hope,Hungarian,,,
16-650-131-1,h_,faithful,Hungarian,,,
16-660-131-1,igazi ~ igaz,TRUE,Hungarian,,,
16-670-131-1,hazudik,"lie, tell lies",Hungarian,,,
16-680-131-1,hazugság,deceit,Hungarian,,,
16-690-131-1,megboczát,forgive,Hungarian,,,
16-710-131-1,yó,good,Hungarian,,,
16-710-131-3,helyes,good,Hungarian,,,
16-720-131-1,roszsz,bad,Hungarian,,,
16-730-131-1,igaz ~ igazságos,"right, correct",Hungarian,,,
16-740-131-1,hamis,wrong,Hungarian,,,
16-740-131-3,téves,wrong,Hungarian,,,
16-760-131-1,hiba,fault,Hungarian,,,
16-760-131-3,felel_sség,fault,Hungarian,,,
16-770-131-1,hiba,"mistake, error",Hungarian,,,
16-780-131-1,szidás,blame,Hungarian,,,
16-780-131-3,dorgálás,blame,Hungarian,,,
16-790-131-1,diczéret ~ dicz_ítés,praise,Hungarian,,,
16-810-131-1,szép,beautiful,Hungarian,,,
16-820-131-1,czúnya,ugly,Hungarian,,,
16-830-131-1,irigy,greedy,Hungarian,,,
16-840-131-1,bölcz,clever,Hungarian,,,
17-110-131-1,esz,mind,Hungarian,,,
17-130-131-1,gondolkozik,think (= reflect),Hungarian,,,
17-130-131-3,vél,think (= reflect),Hungarian,,,
17-140-131-1,gondol,think (= be of the opinion),Hungarian,,,
17-140-131-3,vél,think (= be of the opinion),Hungarian,,,
17-150-131-1,hisz,believe,Hungarian,,,
17-160-131-1,ért ~ megért,understand,Hungarian,,,
17-170-131-1,tud,know,Hungarian,,,
17-170-131-3,ismer,know,Hungarian,,,
17-171-131-1,feltételez,guess,Hungarian,,,
17-171-131-3,vél,guess,Hungarian,,,
17-172-131-1,utánoz,imitate,Hungarian,,,
17-172-131-3,imitál,imitate,Hungarian,,,
17-180-131-1,látszik,seem,Hungarian,,,
17-190-131-1,gondolat,"idea, notion",Hungarian,,,
17-190-131-3,eszme,"idea, notion",Hungarian,,,
17-190-131-5,fogalom,"idea, notion",Hungarian,,,
17-210-131-1,bölcz,wise,Hungarian,,,
17-210-131-3,okos,wise,Hungarian,,,
17-220-131-1,ostoba,"foolish, stupid",Hungarian,,,
17-220-131-3,buta,"foolish, stupid",Hungarian,,,
17-220-131-5,hülye,"foolish, stupid",Hungarian,,,
17-230-131-1,bolond,"insane, crazy",Hungarian,,,
17-230-131-3,_rult,"insane, crazy",Hungarian,,,
17-240-131-1,tanul ~ megtanul,learn,Hungarian,,,
17-242-131-1,tanul,study,Hungarian,,,
17-250-131-1,tanít,teach,Hungarian,,,
17-250-131-3,oktat,teach,Hungarian,,,
17-260-131-1,tanuló,pupil,Hungarian,,,
17-270-131-1,tanító,teacher,Hungarian,,,
17-280-131-1,iskola,school,Hungarian,,,
17-310-131-1,emlékszik,remember,Hungarian,,,
17-320-131-1,(el)feleyt,forget,Hungarian,,,
17-340-131-1,világos,"clear, plain",Hungarian,,,
17-350-131-1,homályos,obscure,Hungarian,,,
17-360-131-1,titkos,secret,Hungarian,,,
17-370-131-1,biztos,"sure, certain",Hungarian,,,
17-380-131-1,(meg)magyaráz,explain,Hungarian,,,
17-410-131-1,szándék,"intention, purpose",Hungarian,,,
17-420-131-1,ok,cause,Hungarian,,,
17-430-131-1,kételkedik,doubt,Hungarian,,,
17-440-131-1,kételkedik,suspect,Hungarian,,,
17-440-131-3,gyanúsít,suspect,Hungarian,,,
17-441-131-1,elárul,betray,Hungarian,,,
17-441-131-3,kiad,betray,Hungarian,,,
17-450-131-1,szükség,"need, necessity",Hungarian,,,
17-460-131-1,könny_,easy,Hungarian,,,
17-460-131-3,enyhe,easy,Hungarian,,,
17-470-131-1,nehéz,difficult,Hungarian,,,
17-470-131-3,bayos,difficult,Hungarian,,,
17-480-131-1,próbál,"try, attempt",Hungarian,,,
17-490-131-1,mód,"way, manner",Hungarian,,,
17-490-131-3,elyárás,"way, manner",Hungarian,,,
17-510-131-1,és,and,Hungarian,,,
17-520-131-1,mivel,because,Hungarian,,,
17-520-131-3,mert,because,Hungarian,,,
17-530-131-1,ha,if,Hungarian,,,
17-530-131-3,hogyha,if,Hungarian,,,
17-540-131-1,vagy,or,Hungarian,,,
17-550-131-1,igen,"yes, affirmative",Hungarian,,,
17-550-131-3,igenl_,"yes, affirmative",Hungarian,,,
17-560-131-1,nem,"no, negative",Hungarian,,,
17-560-131-3,tagadó,"no, negative",Hungarian,,,
17-610-131-1,hogy? ~ hogyan?,how?,Hungarian,,,
17-620-131-1,hány?,how many?,Hungarian,,,
17-620-131-3,mennyi?,how many?,Hungarian,,,
17-630-131-1,hány?,how much?,Hungarian,,,
17-630-131-3,mennyi?,how much?,Hungarian,,,
17-640-131-1,mi?,what?,Hungarian,,,
17-650-131-1,mikor?,when?,Hungarian,,,
17-660-131-1,hová?,where?,Hungarian,,,
17-660-131-3,hol?,where?,Hungarian,,,
17-670-131-1,milyen?,which?,Hungarian,,,
17-680-131-1,ki?,who?,Hungarian,,,
17-690-131-1,miért?,why?,Hungarian,,,
18-110-131-1,hang,voice,Hungarian,,,
18-120-131-1,énekel,sing,Hungarian,,,
18-130-131-1,kiált,"shout, cry out",Hungarian,,,
18-130-131-3,kiabál,"shout, cry out",Hungarian,,,
18-150-131-1,súg,whisper,Hungarian,,,
18-160-131-1,mormog,mumble,Hungarian,,,
18-160-131-3,motyog,mumble,Hungarian,,,
18-170-131-1,fütyül,whistle,Hungarian,,,
18-180-131-1,ordít,"shriek, screech",Hungarian,,,
18-180-131-3,üvölt,"shriek, screech",Hungarian,,,
18-190-131-1,vonít,howl,Hungarian,,,
18-190-131-3,üvölt,howl,Hungarian,,,
18-210-131-1,beszél ~ szól,"speak, talk",Hungarian,,,
18-211-131-1,dadog,"stutter, stammer",Hungarian,,,
18-211-131-3,hebeg,"stutter, stammer",Hungarian,,,
18-220-131-1,mond,say,Hungarian,,,
18-220-131-3,szól,say,Hungarian,,,
18-221-131-1,(el)beszél,tell story,Hungarian,,,
18-221-131-3,(el)mond,tell story,Hungarian,,,
18-222-131-1,beszédet mond,speech (make a),Hungarian,,,
18-230-131-1,czendes,silent (be),Hungarian,,,
18-240-131-1,nyelv,language,Hungarian,,,
18-260-131-1,szó,word,Hungarian,,,
18-280-131-1,név,name,Hungarian,,,
18-310-131-1,(meg)kérdez,"ask (question, inquire)",Hungarian,,,
18-320-131-1,felel,answer,Hungarian,,,
18-320-131-3,válaszol,answer,Hungarian,,,
18-330-131-1,felismer ~ megismer ~ beismer,"admit, confess",Hungarian,,,
18-340-131-1,tagad ~ letagad,deny,Hungarian,,,
18-340-131-3,kinyílik,deny,Hungarian,,,
18-350-131-1,kér,"ask, request",Hungarian,,,
18-350-131-3,követel,"ask, request",Hungarian,,,
18-360-131-1,(meg)ígér,promise,Hungarian,,,
18-360-131-3,megfogad,promise,Hungarian,,,
18-370-131-1,vonakodik,refuse,Hungarian,,,
18-380-131-1,tilt ~ betilt,forbid,Hungarian,,,
18-390-131-1,szemrehányást ten,"rebuke, scold",Hungarian,,,
18-410-131-1,(meg)hív,call (=summon),Hungarian,,,
18-410-131-3,invitál,call (=summon),Hungarian,,,
18-420-131-1,névén szólít,call (=name),Hungarian,,,
18-430-131-1,kihirdet,announce,Hungarian,,,
18-440-131-1,(meg)fenyeget,threaten,Hungarian,,,
18-450-131-1,diczekszik,boast,Hungarian,,,
18-450-131-3,kérkedik,boast,Hungarian,,,
18-450-131-5,henceg,boast,Hungarian,,,
18-510-131-1,ír,write,Hungarian,,,
18-520-131-1,(el)olvas,read,Hungarian,,,
18-560-131-1,papír,paper,Hungarian,,,
18-570-131-1,(író)toll,pen,Hungarian,,,
18-610-131-1,könyv,book,Hungarian,,,
18-670-131-1,költ_,poet,Hungarian,,,
18-710-131-1,fuvola,flute,Hungarian,,,
18-720-131-1,dob,drum,Hungarian,,,
18-730-131-1,kürt,"horn, trumpet",Hungarian,,,
18-730-131-3,cz_,"horn, trumpet",Hungarian,,,
18-740-131-1,(yáték)czörg_,rattle,Hungarian,,,
19-110-131-1,ország,country,Hungarian,,,
19-120-131-1,haza,one's native country,Hungarian,,,
19-120-131-3,szül_föld,one's native country,Hungarian,,,
19-150-131-1,város,"city, town",Hungarian,,,
19-160-131-1,falu,village,Hungarian,,,
19-170-131-1,határ,boundary,Hungarian,,,
19-210-131-1,nép ~ nemzet,people (populace),Hungarian,,,
19-230-131-1,törzs,"tribe, clan",Hungarian,,,
19-230-131-3,nemzetség,"tribe, clan",Hungarian,,,
19-240-131-1,vezér,"chief, chieftain",Hungarian,,,
19-250-131-1,bot,"staff, walking stick",Hungarian,,,
19-250-131-3,sétabot,"staff, walking stick",Hungarian,,,
19-310-131-1,kormányoz,"rule, govern",Hungarian,,,
19-320-131-1,király,"king, ruler",Hungarian,,,
19-330-131-1,királyn_,queen,Hungarian,,,
19-360-131-1,nemes(ember),"noble, nobleman",Hungarian,,,
19-370-131-1,állampolgár,"citizen, subject",Hungarian,,,
19-370-131-3,polgár,"citizen, subject",Hungarian,,,
19-410-131-1,gazda,master,Hungarian,,,
19-410-131-3,úr,master,Hungarian,,,
19-420-131-1,rabszolga,slave,Hungarian,,,
19-430-131-1,szolga,servant,Hungarian,,,
19-440-131-1,szabad ember,freeman,Hungarian,,,
19-450-131-1,(meg)paranczol,"command, order",Hungarian,,,
19-450-131-3,felszólít,"command, order",Hungarian,,,
19-460-131-1,hallgat,obey,Hungarian,,,
19-460-131-3,engedelmeskedik,obey,Hungarian,,,
19-470-131-1,megenged,"let, permit",Hungarian,,,
19-510-131-1,barát,"friend, companion",Hungarian,,,
19-510-131-3,haver,"friend, companion",Hungarian,,,
19-520-131-1,ellenség,enemy,Hungarian,,,
19-540-131-1,szomszéd,neighbor,Hungarian,,,
19-550-131-1,idegen,stranger,Hungarian,,,
19-560-131-1,vendég,guest,Hungarian,,,
19-570-131-1,gazda,host,Hungarian,,,
19-580-131-1,segít,"help, aid",Hungarian,,,
19-580-131-3,támogat,"help, aid",Hungarian,,,
19-590-131-1,zavar ~ megzavar,"hinder, prevent",Hungarian,,,
19-590-131-3,háborgat,"hinder, prevent",Hungarian,,,
19-590-131-5,akadályoz,"hinder, prevent",Hungarian,,,
19-610-131-1,mód ~ módszer,custom,Hungarian,,,
19-620-131-1,veszekedés ~ viszály,"strife, quarrel",Hungarian,,,
19-620-131-3,vita,"strife, quarrel",Hungarian,,,
19-630-131-1,megigézés,"conspiracy, plot",Hungarian,,,
19-630-131-3,rádvasás,"conspiracy, plot",Hungarian,,,
19-650-131-1,(meg)talál,meet,Hungarian,,,
19-720-131-1,prostituált,prostitute,Hungarian,,,
19-720-131-3,kéyn_,prostitute,Hungarian,,,
20-110-131-1,harcol,fight (vb),Hungarian,,,
20-110-131-3,küzöl,fight (vb),Hungarian,,,
20-130-131-1,háború,"war, battle",Hungarian,,,
20-140-131-1,béke,peace,Hungarian,,,
20-150-131-1,had(sereg) ~ sereg,army,Hungarian,,,
20-170-131-1,katona,soldier,Hungarian,,,
20-210-131-1,fegyver,"weapons, arms",Hungarian,,,
20-220-131-1,gombost_,club,Hungarian,,,
20-222-131-1,harcibárcl,battle-ax,Hungarian,,,
20-230-131-1,parittya,sling,Hungarian,,,
20-240-131-1,íy,bow,Hungarian,,,
20-250-131-1,nyíl,arrow,Hungarian,,,
20-260-131-1,kopya,spear,Hungarian,,,
20-260-131-3,dárda,spear,Hungarian,,,
20-270-131-1,kard,sword,Hungarian,,,
20-280-131-1,fegyver,"gun, cannon",Hungarian,,,
20-280-131-3,ágyú,"gun, cannon",Hungarian,,,
20-280-131-5,löveg,"gun, cannon",Hungarian,,,
20-310-131-1,páncél(zat),armor (defensive),Hungarian,,,
20-330-131-1,sisak,helmet,Hungarian,,,
20-340-131-1,payzs,shield,Hungarian,,,
20-350-131-1,er_d,fortress,Hungarian,,,
20-360-131-1,torony,tower,Hungarian,,,
20-410-131-1,gyözelem,victory,Hungarian,,,
20-420-131-1,vereség,defeat,Hungarian,,,
20-420-131-3,eltalálás,defeat,Hungarian,,,
20-420-131-5,rárohan,defeat,Hungarian,,,
20-430-131-1,támadás,attack,Hungarian,,,
20-430-131-3,roham,attack,Hungarian,,,
20-440-131-1,óv ~ megóv,defend,Hungarian,,,
20-440-131-3,véd,defend,Hungarian,,,
20-450-131-1,viszszalép ~ hátralép,retreat,Hungarian,,,
20-460-131-1,átad,surrender,Hungarian,,,
20-460-131-3,átenged,surrender,Hungarian,,,
20-470-131-1,fogoly,"captive, prisoner",Hungarian,,,
20-470-131-3,rab,"captive, prisoner",Hungarian,,,
20-471-131-1,_r ~ örszem,"guard, sentinel",Hungarian,,,
20-480-131-1,hadizsákmány,"booty, spoils",Hungarian,,,
20-490-131-1,czapda,ambush,Hungarian,,,
20-510-131-1,halász,fisherman,Hungarian,,,
20-520-131-1,horog,fishhook,Hungarian,,,
20-530-131-1,horgászzsineg,fishing line,Hungarian,,,
20-540-131-1,halászháló,fishnet,Hungarian,,,
20-550-131-1,veszsz_varsa,fish trap,Hungarian,,,
20-560-131-1,czalétek,bait,Hungarian,,,
20-560-131-3,nyereség,bait,Hungarian,,,
20-560-131-5,haszon,bait,Hungarian,,,
20-610-131-1,vadászik,hunt,Hungarian,,,
20-620-131-1,l_,shoot,Hungarian,,,
20-630-131-1,elhibázza acélt,miss (target),Hungarian,,,
20-640-131-1,czapda,trap (noun),Hungarian,,,
20-640-131-3,kelepce,trap (noun),Hungarian,,,
20-650-131-1,czapdába eyt,trap (vb),Hungarian,,,
21-110-131-1,törvény,law,Hungarian,,,
21-110-131-3,yog,law,Hungarian,,,
21-150-131-1,törvényszék,court,Hungarian,,,
21-150-131-3,bíróság,court,Hungarian,,,
21-160-131-1,elétél,judge (vb),Hungarian,,,
21-160-131-3,véleményt,judge (vb),Hungarian,,,
21-170-131-1,ítélét,judgment,Hungarian,,,
21-180-131-1,bíró,judge (noun),Hungarian,,,
21-210-131-1,felperes,plaintiff,Hungarian,,,
21-210-131-3,panaszos,plaintiff,Hungarian,,,
21-220-131-1,alperes,defendant,Hungarian,,,
21-230-131-1,tanú,witness,Hungarian,,,
